material,formula,n_atoms,energy_eV,energy_per_atom_eV,K_GPa,G_GPa,E_GPa,poisson_ratio,KG_ratio,ductile_brittle,time_seconds
mp-756499,Li6 Mn2 P2 C2 O14,26,-177.4999,-6.8269,119.49,62.93,160.6,0.276,1.9,Ductile,1.32
mp-756544,Li4 La4 O8,16,-112.2255,-7.0141,99.18,37.89,100.83,0.3306,2.62,Ductile,0.59
mp-756597,Li4 Hf2 O6,12,-90.9498,-7.5792,150.25,75.75,194.56,0.2842,1.98,Ductile,0.71
mp-756604,Li8 Fe4 P8 O28,48,-322.6852,-6.7226,113.08,65.86,165.45,0.2561,1.72,Brittle,1.65
mp-756620,Li4 Ni4 B4 O12,24,-150.1413,-6.2559,109.62,56.27,144.14,0.2809,1.95,Ductile,0.8
mp-756622,Li1 Y3 W1 O8,13,-106.4534,-8.1887,131.97,52.78,139.72,0.3235,2.5,Ductile,0.71
mp-756639,Li6 Nb3 O3 F15,27,-164.4522,-6.0908,118.55,48.04,126.97,0.3215,2.47,Ductile,1.5
mp-756641,Li4 B2 P2 C2 O14,24,-168.4508,-7.0188,153.06,89.04,223.73,0.2564,1.72,Brittle,1.43
mp-756648,Li4 Nd4 O8,16,-110.6946,-6.9184,115.51,48.17,126.87,0.3169,2.4,Ductile,0.66
mp-756658,Li12 V4 P4 C4 O28,52,-356.4478,-6.8548,116.21,63.77,161.72,0.2681,1.82,Ductile,1.75
mp-756659,Li12 Ni4 P4 C4 O28,52,-329.9942,-6.346,126.85,68.53,174.22,0.2711,1.85,Ductile,1.05
mp-756667,Li4 Ni4 P4 O16,28,-174.0252,-6.2152,121.09,62.6,160.19,0.2795,1.93,Ductile,1.48
mp-756672,Li16 Si16 Bi8 O52,92,-614.8084,-6.6827,126.28,70.34,177.98,0.2651,1.8,Ductile,4.16
mp-756734,Na4 Li2 Mn2 P2 C2 O14,26,-174.7783,-6.7222,112.89,57.6,147.68,0.282,1.96,Ductile,0.8
mp-756768,Li6 Be2 P2 C2 O14,26,-173.1603,-6.66,169.53,100.74,252.26,0.252,1.68,Brittle,1.07
mp-756818,Li6 Si6 Bi6 O24,42,-273.1869,-6.5045,112.94,59.57,151.99,0.2757,1.9,Ductile,0.77
mp-756849,Li1 Fe1 F4,6,-30.7116,-5.1186,65.3,42.13,104.02,0.2345,1.55,Brittle,0.46
mp-756958,Li4 Fe4 P4 O16,28,-190.7004,-6.8107,116.98,58.23,149.83,0.2865,2.01,Ductile,0.96
mp-756967,Li4 Cr2 O8,14,-85.9498,-6.1393,97.85,41.65,109.42,0.3136,2.35,Ductile,0.86
mp-756993,Li4 Co2 P4 O14,24,-158.7104,-6.6129,116.25,66.38,167.3,0.2601,1.75,Ductile,0.74
mp-757005,Li4 Ni4 P4 O16,28,-174.0078,-6.2146,126.08,71.5,180.4,0.2615,1.76,Ductile,2.41
mp-757019,Li4 Fe4 P4 O16,28,-189.7154,-6.7756,135.83,67.27,173.2,0.2875,2.02,Ductile,0.72
mp-757027,Li4 Fe4 P4 O16,28,-190.601,-6.8072,115.06,58.26,149.55,0.2834,1.97,Ductile,0.93
mp-757035,Li10 Fe2 P6 O22,40,-261.7862,-6.5447,139.86,78.32,198.01,0.264,1.79,Ductile,1.94
mp-757038,Li4 Si4 Bi4 O16,28,-183.1874,-6.5424,125.62,62.11,159.97,0.2878,2.02,Ductile,1.24
mp-757088,Li4 Fe7 O2 F14,27,-147.9624,-5.4801,77.48,26.6,71.6,0.346,2.91,Ductile,0.78
mp-757096,Li12 Cr12 P12 O48,84,-595.2172,-7.0859,122.99,62.92,161.26,0.2815,1.95,Ductile,2.42
mp-757097,Li8 Fe8 P8 O32,56,-381.203,-6.8072,121.32,59.69,153.84,0.2887,2.03,Ductile,0.83
mp-757099,Li4 Mn1 Ni3 P4 O16,28,-181.574,-6.4848,145.62,79.89,202.63,0.2681,1.82,Ductile,0.95
mp-757107,Li4 Fe4 Si4 O14,26,-179.5746,-6.9067,125.83,63.19,162.39,0.2849,1.99,Ductile,0.72
mp-757108,Li12 Fe4 P4 C4 O28,52,-345.7482,-6.649,124.56,69.63,176.07,0.2644,1.79,Ductile,1.83
mp-757113,Li4 Si6 Ni2 O16,28,-191.0701,-6.8239,133.26,81.75,203.6,0.2453,1.63,Brittle,3.04
mp-757146,Li12 Mn2 Fe2 P4 C4 O28,52,-351.4815,-6.7593,120.05,62.46,159.69,0.2783,1.92,Ductile,0.83
mp-757159,Li4 Si4 Bi4 O16,28,-181.7793,-6.4921,100.18,49.69,127.91,0.2872,2.02,Ductile,1.13
mp-757163,Li1 V1 F6,8,-41.5347,-5.1918,87.56,36.87,96.99,0.3154,2.37,Ductile,0.4
mp-757167,Li12 Si6 Ni6 O24,48,-291.0601,-6.0638,115.2,65.76,165.73,0.2602,1.75,Ductile,1.66
mp-757169,Li4 Mn2 Si4 O12,22,-156.819,-7.1281,133.95,74.5,188.54,0.2654,1.8,Ductile,3.82
mp-757182,Li4 Fe4 P4 O16,28,-188.9967,-6.7499,98.06,50.02,128.25,0.282,1.96,Ductile,1.57
mp-757185,Li4 Mn4 P4 O16,28,-199.513,-7.1255,98.38,51.08,130.62,0.2787,1.93,Ductile,1.05
mp-757200,Li6 Si4 Bi6 O20,36,-226.3513,-6.2875,118.68,54.2,141.13,0.3018,2.19,Ductile,2.42
mp-757204,Li4 Mn4 P4 O16,28,-199.2155,-7.1148,122.71,66.02,167.95,0.2719,1.86,Ductile,1.68
mp-757219,Li4 Si4 Bi4 O16,28,-182.0012,-6.5,115.09,58.21,149.45,0.2836,1.98,Ductile,2.37
mp-757255,Li4 Fe4 P4 O16,28,-189.8483,-6.7803,133.14,66.38,170.77,0.2862,2.01,Ductile,2.49
mp-757259,Li12 Mn12 P12 O48,84,-598.2277,-7.1218,114.01,60.7,154.65,0.2739,1.88,Ductile,2.43
mp-757273,Li4 Si12 Ni6 O32,54,-370.4256,-6.8597,157.38,90.4,227.61,0.259,1.74,Brittle,5.72
mp-757275,Li8 Mn8 F24,40,-228.9697,-5.7242,61.91,21.97,58.95,0.3413,2.82,Ductile,0.58
mp-757294,Li4 Fe6 Si6 O20,36,-253.9347,-7.0537,137.72,66.6,172.07,0.2918,2.07,Ductile,1.38
mp-757300,Li4 Ni4 P4 O16,28,-173.8124,-6.2076,138.31,69.83,179.31,0.2839,1.98,Ductile,0.98
mp-757335,Li4 Cr2 P4 O14,24,-166.8407,-6.9517,134.82,73.7,187.01,0.2688,1.83,Ductile,1.04
mp-757383,Li8 Si8 Bi8 O32,56,-364.4829,-6.5086,96.7,44.07,114.77,0.3022,2.19,Ductile,2.64
mp-757406,Li4 Fe4 P4 O16,28,-190.081,-6.7886,118.72,62.17,158.8,0.2771,1.91,Ductile,0.67
mp-757413,Li4 Si8 Ni8 O26,46,-297.3779,-6.4647,155.45,81.83,208.84,0.2761,1.9,Ductile,1.35
mp-757427,Li12 Fe4 Si24 O60,100,-726.8457,-7.2685,160.87,99.98,248.46,0.2426,1.61,Brittle,3.02
mp-757429,Li4 Fe4 Si8 O22,38,-274.5608,-7.2253,149.16,82.0,207.9,0.2677,1.82,Ductile,1.1
mp-757438,Li8 Fe4 Si6 O20,38,-258.4866,-6.8023,127.98,69.47,176.47,0.2702,1.84,Ductile,0.69
mp-757455,Li4 Fe4 P4 O16,28,-190.0633,-6.788,141.54,69.16,178.41,0.2899,2.05,Ductile,1.11
mp-757465,Li4 Fe4 P4 O16,28,-189.1874,-6.7567,117.58,58.11,149.68,0.2878,2.02,Ductile,0.91
mp-757466,Li18 Si12 Bi6 O42,78,-507.4516,-6.5058,114.25,62.11,157.74,0.2699,1.84,Ductile,1.48
mp-757482,Li4 Mn4 Si10 O26,44,-331.4612,-7.5332,146.79,83.47,210.51,0.261,1.76,Ductile,1.49
mp-757511,Li8 Ni4 P16 O48,76,-508.1482,-6.6862,141.49,87.19,217.01,0.2444,1.62,Brittle,21.3
mp-757516,Li4 Ni16 P12 O48,80,-493.6981,-6.1712,124.45,63.98,163.87,0.2805,1.94,Ductile,1.73
mp-757519,Li8 Co4 Si16 O40,68,-487.3787,-7.1673,120.63,73.58,183.45,0.2465,1.64,Brittle,4.44
mp-757523,Li4 Fe4 Si10 O26,44,-321.3797,-7.3041,161.14,88.38,224.17,0.2681,1.82,Ductile,2.58
mp-757541,Li12 Si12 Bi12 O48,84,-546.7966,-6.5095,110.73,52.01,134.9,0.2969,2.13,Ductile,1.59
mp-757557,Li10 V2 P6 O22,40,-267.019,-6.6755,132.62,74.05,187.29,0.2646,1.79,Ductile,2.04
mp-757559,Li4 Bi4 P8 O28,44,-295.4769,-6.7154,123.19,68.35,173.05,0.2659,1.8,Ductile,1.11
mp-757568,Li12 Mn12 P12 O48,84,-598.5684,-7.1258,121.18,62.1,159.12,0.2811,1.95,Ductile,3.53
mp-757576,Li12 P8 W4 O36,60,-407.5376,-6.7923,143.81,68.04,176.31,0.2957,2.11,Ductile,1.66
mp-757604,Li8 Cr8 Si16 O48,80,-599.0222,-7.4878,168.39,93.92,237.58,0.2648,1.79,Ductile,1.65
mp-757606,Li4 Ni4 P4 O16,28,-174.1576,-6.2199,136.68,73.0,185.91,0.2733,1.87,Ductile,1.74
mp-757618,Li4 Fe4 Si12 O32,52,-380.0374,-7.3084,143.44,80.79,204.05,0.2629,1.78,Ductile,2.0
mp-757625,Li4 P8 W2 O26,40,-281.1992,-7.03,131.82,67.94,173.93,0.2801,1.94,Ductile,2.58
mp-757640,Li4 Ni2 P8 O24,38,-253.2822,-6.6653,155.44,89.42,225.09,0.2587,1.74,Brittle,2.54
mp-757647,Li8 Mn8 Si24 O60,100,-754.4043,-7.544,135.68,78.85,198.15,0.2566,1.72,Brittle,3.0
mp-757648,Li8 Fe8 Si16 O48,80,-570.849,-7.1356,128.61,72.5,183.11,0.2627,1.77,Ductile,1.26
mp-757665,Li4 Ni4 P4 O16,28,-173.5711,-6.199,109.98,58.46,148.98,0.2742,1.88,Ductile,1.51
mp-757667,Li12 Mn12 P12 O48,84,-598.4724,-7.1247,133.37,69.62,177.91,0.2777,1.92,Ductile,8.99
mp-757670,Li8 Mn4 Si6 O20,38,-267.8451,-7.0486,124.38,67.92,172.38,0.269,1.83,Ductile,0.65
mp-757681,Li4 Ni4 P4 O16,28,-174.3414,-6.2265,119.65,61.56,157.65,0.2804,1.94,Ductile,0.59
mp-757686,Li12 Si18 Ni12 O54,96,-631.8544,-6.5818,143.99,81.19,205.03,0.2627,1.77,Ductile,7.91
mp-757717,Li8 Mn4 P8 O28,48,-334.1069,-6.9606,133.99,74.68,188.94,0.265,1.79,Ductile,5.19
mp-757732,Li1 Fe1 P3 O9,14,-97.8837,-6.9917,115.33,64.18,162.42,0.2653,1.8,Ductile,2.27
mp-757746,Li10 Mn2 P6 O22,40,-266.4585,-6.6615,123.04,74.75,186.49,0.2474,1.65,Brittle,1.38
mp-757754,Li6 Fe6 P6 O24,42,-284.1027,-6.7644,95.47,48.27,123.93,0.2837,1.98,Ductile,0.62
mp-757776,Li8 Co4 P8 O28,48,-318.622,-6.638,128.41,73.11,184.35,0.2607,1.76,Ductile,1.51
mp-757781,Li4 Si8 Bi12 O36,60,-392.3051,-6.5384,123.87,57.59,149.6,0.2987,2.15,Ductile,1.69
mp-757804,Li4 Co4 P4 O16,28,-185.2835,-6.6173,112.66,56.41,145.04,0.2854,2.0,Ductile,1.14
mp-757818,Li12 Mn12 P12 O48,84,-597.6668,-7.1151,125.98,65.34,167.13,0.2789,1.93,Ductile,4.1
mp-757833,Li8 Fe4 Si4 O16,32,-211.2735,-6.6023,120.69,62.36,159.6,0.2796,1.94,Ductile,0.78
mp-757887,Li8 Co4 Si16 O40,68,-487.1472,-7.1639,123.26,74.22,185.44,0.2492,1.66,Brittle,1.1
mp-757890,Li12 Si12 Bi12 O48,84,-548.6822,-6.5319,134.7,66.73,171.81,0.2874,2.02,Ductile,1.81
mp-757934,Li4 Ni4 P4 O16,28,-174.3188,-6.2257,113.92,60.21,153.57,0.2753,1.89,Ductile,0.68
mp-757936,Li8 Co8 P8 O32,56,-370.551,-6.617,118.09,58.48,150.57,0.2875,2.02,Ductile,0.67
mp-757940,Li8 Fe4 C8 O24,44,-301.101,-6.8432,91.26,45.83,117.78,0.2849,1.99,Ductile,2.22
mp-757942,Li6 Ni6 P6 O24,42,-260.6648,-6.2063,135.3,76.37,192.83,0.2625,1.77,Ductile,1.33
mp-757944,Li4 Ni4 P4 O16,28,-173.5872,-6.1995,116.53,64.05,162.41,0.2677,1.82,Ductile,1.17
mp-757960,Li4 Ni4 P4 O16,28,-173.4845,-6.1959,105.08,57.8,146.53,0.2676,1.82,Ductile,1.01
mp-757969,Li12 Co12 P12 O48,84,-552.8938,-6.5821,128.9,63.93,164.57,0.2872,2.02,Ductile,4.03
mp-757970,Li4 Ni4 P4 O16,28,-174.6238,-6.2366,120.03,71.95,179.9,0.2502,1.67,Brittle,2.96
mp-757978,Li4 P12 W8 O52,76,-549.4054,-7.229,135.34,61.3,159.77,0.3032,2.21,Ductile,6.75
mp-757988,Li16 Fe4 Si8 O28,56,-368.2174,-6.5753,121.88,70.06,176.38,0.2588,1.74,Brittle,1.94
mp-757989,Li4 P8 W4 O32,48,-341.2811,-7.11,143.25,62.86,164.52,0.3086,2.28,Ductile,1.77
mp-758014,Li12 Co6 Si12 O36,66,-449.0467,-6.8037,127.64,66.67,170.36,0.2775,1.91,Ductile,3.2
mp-758022,Li4 Co4 P4 O16,28,-185.3094,-6.6182,104.37,54.59,139.46,0.2773,1.91,Ductile,0.96
mp-758024,Li12 Ni12 P12 O48,84,-521.3647,-6.2067,137.5,76.32,193.21,0.2658,1.8,Ductile,1.23
mp-758043,Li4 Ni4 P4 O16,28,-173.3318,-6.1904,109.38,58.71,149.41,0.2723,1.86,Ductile,1.01
mp-758045,Li4 Ni4 P4 O16,28,-173.8206,-6.2079,120.24,66.29,168.0,0.2671,1.81,Ductile,0.99
mp-758055,Li4 Ni4 P4 O16,28,-173.7624,-6.2058,137.46,75.86,192.22,0.2669,1.81,Ductile,2.08
mp-758091,Li2 V2 F8,12,-67.67,-5.6392,92.48,32.59,87.48,0.3423,2.84,Ductile,0.79
mp-758148,Li8 Ni8 P8 O32,56,-348.5567,-6.2242,118.16,61.25,156.69,0.279,1.93,Ductile,1.56
mp-758172,Li8 Ni6 O4 F12,30,-139.7127,-4.6571,91.29,35.64,94.61,0.3273,2.56,Ductile,0.59
mp-758184,Li4 Fe4 P12 O36,56,-392.8773,-7.0157,149.82,91.08,227.21,0.2472,1.64,Brittle,1.13
mp-758191,Li4 Fe4 C6 O18,32,-223.6912,-6.9903,119.32,60.73,155.76,0.2824,1.96,Ductile,1.22
mp-758200,Li8 Ni8 P8 O32,56,-348.4572,-6.2225,144.03,75.58,192.97,0.2767,1.91,Ductile,7.89
mp-758209,Li8 Fe4 Si4 O16,32,-211.333,-6.6042,124.38,63.62,163.06,0.2815,1.96,Ductile,1.73
mp-758222,Li12 Fe12 P12 O48,84,-569.6455,-6.7815,135.67,70.89,181.12,0.2775,1.91,Ductile,1.33
mp-758239,Li4 P8 W4 O32,48,-341.9128,-7.1232,136.07,61.61,160.59,0.3033,2.21,Ductile,2.87
mp-758245,Li12 Si4 Bi4 O20,40,-242.4557,-6.0614,102.76,55.07,140.17,0.2727,1.87,Ductile,0.84
mp-758257,Li6 Fe6 Si6 O24,42,-287.763,-6.8515,121.25,61.4,157.6,0.2834,1.97,Ductile,1.14
mp-758268,Li16 V4 P8 O36,64,-425.799,-6.6531,122.89,68.04,172.32,0.2663,1.81,Ductile,2.78
mp-758277,Li4 Cr2 Si6 O16,28,-204.1209,-7.29,128.43,73.88,185.97,0.2587,1.74,Brittle,1.08
mp-758285,Li4 Ni4 P4 O16,28,-174.1912,-6.2211,128.84,71.09,180.13,0.267,1.81,Ductile,3.79
mp-758297,Li4 Ni4 P4 O16,28,-173.7765,-6.2063,115.83,62.57,159.06,0.2711,1.85,Ductile,1.45
mp-758298,Li8 Ni4 P8 O28,48,-308.2687,-6.4223,137.52,82.12,205.47,0.251,1.67,Brittle,2.06
mp-758307,Li4 V4 P12 O36,56,-403.736,-7.2096,157.3,90.76,228.36,0.258,1.73,Brittle,2.48
mp-758321,Li4 Fe4 P12 O36,56,-391.4401,-6.99,133.77,78.18,196.3,0.2554,1.71,Brittle,3.64
mp-758354,Li4 Co2 Si4 O12,22,-149.8122,-6.8096,120.06,65.49,166.25,0.2692,1.83,Ductile,0.48
mp-758366,Li6 P6 W2 O22,36,-247.6214,-6.8784,153.1,81.93,208.58,0.2729,1.87,Ductile,3.32
mp-758373,Li8 Co8 P8 O32,56,-370.5233,-6.6165,114.42,57.55,147.87,0.2846,1.99,Ductile,1.58
mp-758390,Li4 Ni4 P4 O16,28,-174.5496,-6.2339,149.15,84.44,213.11,0.2619,1.77,Ductile,1.02
mp-758403,Li2 P6 W4 O26,38,-274.6625,-7.228,153.78,61.27,162.26,0.3241,2.51,Ductile,1.48
mp-758432,Li2 P6 W4 O26,38,-274.8247,-7.2322,153.47,64.71,170.21,0.3152,2.37,Ductile,2.41
mp-758436,Li12 Fe12 Si12 O48,84,-575.7656,-6.8544,124.03,61.45,158.22,0.2874,2.02,Ductile,1.24
mp-758459,Li4 Fe4 P4 O16,28,-189.3646,-6.763,129.63,68.76,175.29,0.2746,1.89,Ductile,1.08
mp-758460,Li4 P8 W4 O32,48,-341.0497,-7.1052,146.97,65.5,171.09,0.306,2.24,Ductile,1.88
mp-758465,Li8 Fe4 Si4 O16,32,-210.886,-6.5902,124.7,64.39,164.81,0.2797,1.94,Ductile,0.79
mp-758493,Li2 Fe2 Si8 O19,31,-231.023,-7.4524,160.51,93.84,235.61,0.2554,1.71,Brittle,1.52
mp-758499,Li4 Fe4 Si4 O16,28,-192.6298,-6.8796,127.28,62.31,160.72,0.2895,2.04,Ductile,0.62
mp-758501,Li2 Ni2 F6,10,-44.8734,-4.4873,112.21,40.13,107.56,0.3403,2.8,Ductile,1.32
mp-758506,Li4 Fe4 Si4 O16,28,-192.6798,-6.8814,123.97,60.76,156.69,0.2894,2.04,Ductile,0.74
mp-758516,Li8 Fe8 Si12 O36,64,-451.7368,-7.0584,138.5,76.31,193.4,0.2673,1.82,Ductile,0.99
mp-758543,Li4 Co4 P4 O16,28,-184.0839,-6.5744,123.92,65.26,166.54,0.276,1.9,Ductile,1.0
mp-758555,Li2 Fe2 P6 O18,28,-195.8371,-6.9942,134.36,83.5,207.51,0.2426,1.61,Brittle,4.39
mp-758574,Li4 Fe4 Si4 O16,28,-192.5399,-6.8764,119.75,59.19,152.46,0.2878,2.02,Ductile,0.49
mp-758603,Li6 Fe6 Si6 O24,42,-287.8354,-6.8532,119.2,63.19,161.1,0.2748,1.89,Ductile,0.99
mp-758609,Li4 Fe2 P8 O24,38,-262.3224,-6.9032,123.41,77.38,192.02,0.2407,1.59,Brittle,1.94
mp-758612,Li4 Mn4 P12 O36,56,-400.811,-7.1573,121.89,78.22,193.31,0.2357,1.56,Brittle,2.29
mp-758636,Li4 Fe6 P8 O28,46,-319.8988,-6.9543,139.5,74.66,190.07,0.2729,1.87,Ductile,2.79
mp-758639,Li8 Fe2 Si6 O18,34,-229.7786,-6.7582,125.48,76.29,190.3,0.2472,1.64,Brittle,1.25
mp-758651,Li9 Sb9 P12 O48,78,-512.0028,-6.5641,115.62,62.06,157.93,0.2723,1.86,Ductile,2.94
mp-758671,Li4 Mn4 P12 O36,56,-402.3736,-7.1852,143.35,88.89,220.99,0.2431,1.61,Brittle,1.15
mp-758678,Li4 Fe4 P12 O36,56,-390.9668,-6.9816,139.79,84.42,210.82,0.2486,1.66,Brittle,2.77
mp-758685,Li4 Fe4 P12 O36,56,-391.4264,-6.9898,117.34,73.42,182.25,0.2411,1.6,Brittle,1.24
mp-758695,Li6 Fe6 Si6 O24,42,-287.5919,-6.8474,131.43,62.85,162.62,0.2938,2.09,Ductile,2.07
mp-758723,Li4 Fe4 P12 O36,56,-390.5663,-6.9744,139.98,84.47,210.97,0.2488,1.66,Brittle,2.88
mp-758731,Li12 Bi4 P8 O32,56,-360.2455,-6.433,122.88,66.38,168.74,0.2711,1.85,Ductile,5.98
mp-758740,Li2 Fe8 P6 O24,40,-279.9879,-6.9997,142.83,73.74,188.75,0.2797,1.94,Ductile,1.37
mp-758770,Li4 Mg6 Ti12 O32,54,-426.2154,-7.8929,162.27,68.62,180.42,0.3147,2.36,Ductile,2.06
mp-758774,Li4 Fe7 P6 O24,41,-282.3026,-6.8854,133.3,65.09,167.94,0.29,2.05,Ductile,3.09
mp-758778,Li2 Fe8 P6 O24,40,-279.8404,-6.996,133.61,63.81,165.15,0.294,2.09,Ductile,2.54
mp-758779,Li6 Mn6 F18,30,-172.8793,-5.7626,65.32,23.7,63.43,0.3382,2.76,Ductile,1.21
mp-758780,Li4 Bi4 P8 O28,44,-295.4628,-6.7151,120.83,66.58,168.74,0.2673,1.81,Ductile,1.26
mp-758798,Li16 Fe8 P8 O32 F8,72,-457.456,-6.3536,126.89,65.92,168.57,0.2786,1.92,Ductile,1.66
mp-758810,Li2 Bi4 P6 O22,34,-228.1022,-6.7089,114.62,56.99,146.67,0.2867,2.01,Ductile,2.42
mp-758812,Li12 Sb8 P12 O48,80,-520.7244,-6.5091,121.62,68.19,172.35,0.2638,1.78,Ductile,1.54
mp-758815,Li8 Mn4 P16 O48,76,-534.4997,-7.0329,114.58,74.88,184.45,0.2317,1.53,Brittle,4.35
mp-758823,Li8 Fe4 Si4 O16,32,-211.341,-6.6044,118.3,60.78,155.68,0.2807,1.95,Ductile,0.83
mp-758855,Li8 Zn8 B8 O24,48,-297.3264,-6.1943,107.74,61.6,155.22,0.2599,1.75,Brittle,13.41
mp-758862,Li12 Fe12 Si12 O48,84,-575.9121,-6.8561,120.7,62.7,160.34,0.2786,1.93,Ductile,1.31
mp-758865,Li4 Fe2 P8 O24,38,-262.6484,-6.9118,126.86,72.06,181.77,0.2612,1.76,Ductile,0.63
mp-758866,Na4 Li8 Ni4 C8 S2 O32,58,-365.4068,-6.3001,125.32,72.94,183.27,0.2563,1.72,Brittle,1.34
mp-758877,Li14 Mn14 P12 O48 F6,94,-658.2422,-7.0026,122.72,66.41,168.78,0.2708,1.85,Ductile,3.76
mp-758909,Li4 Fe4 P4 O16,28,-189.4412,-6.7658,113.47,60.35,153.78,0.2741,1.88,Ductile,2.61
mp-758910,Li12 Fe6 Si12 O36,66,-455.7849,-6.9058,146.28,78.87,200.56,0.2715,1.85,Ductile,7.93
mp-758911,Li8 Fe4 Si16 O40,68,-492.9194,-7.2488,129.84,78.7,196.41,0.2479,1.65,Brittle,1.87
mp-758921,Li4 Fe4 P4 O16,28,-190.1238,-6.7901,124.23,65.98,168.16,0.2744,1.88,Ductile,0.99
mp-758926,Li2 Fe2 P2 O8,14,-94.9608,-6.7829,132.66,71.99,182.89,0.2702,1.84,Ductile,0.54
mp-758935,Li4 Fe7 P6 O24,41,-281.8222,-6.8737,126.51,64.88,166.22,0.281,1.95,Ductile,2.45
mp-758944,Li4 Bi4 P16 O48,72,-494.1108,-6.8627,138.1,83.66,208.81,0.248,1.65,Brittle,2.5
mp-758966,Li2 Bi2 P8 O24,36,-247.337,-6.8705,136.29,82.56,206.06,0.248,1.65,Brittle,1.22
mp-758969,Li16 Mn8 S16 O64,104,-654.6303,-6.2945,121.85,73.8,184.2,0.248,1.65,Brittle,1.17
mp-759000,Li2 Fe8 P6 O24,40,-279.654,-6.9914,126.47,65.8,168.22,0.2783,1.92,Ductile,2.05
mp-759012,Li8 Fe4 P16 O48,76,-524.5578,-6.9021,134.32,80.56,201.41,0.2501,1.67,Brittle,9.66
mp-759015,Li5 Fe4 P4 O16 F1,30,-198.9916,-6.6331,134.22,71.93,183.08,0.2727,1.87,Ductile,2.31
mp-759016,Li8 Fe8 Si8 O28,52,-358.6314,-6.8968,119.81,64.12,163.24,0.2729,1.87,Ductile,1.5
mp-759023,Li16 Mn16 F48,80,-458.8896,-5.7361,70.3,24.29,65.35,0.3451,2.89,Ductile,1.14
mp-759028,Li6 Sb6 P8 O32,52,-341.7984,-6.573,120.92,64.05,163.31,0.2749,1.89,Ductile,2.68
mp-759029,Li4 Bi4 P8 O28,44,-295.3412,-6.7123,147.26,78.63,200.26,0.2734,1.87,Ductile,4.49
mp-759040,Li2 Mn4 P10 O30,46,-333.7038,-7.2544,144.91,84.09,211.38,0.2569,1.72,Brittle,1.94
mp-759042,Li8 Mn8 F24,40,-229.1188,-5.728,65.73,25.86,68.59,0.3261,2.54,Ductile,0.84
mp-759048,Li18 Mn18 F54,90,-516.0124,-5.7335,61.33,21.58,57.93,0.3426,2.84,Ductile,2.86
mp-759052,Li8 Mn12 F32,52,-305.4986,-5.875,65.46,22.32,60.12,0.3469,2.93,Ductile,1.23
mp-759062,Li2 Co2 P2 O8,14,-92.2556,-6.5897,94.12,47.94,122.94,0.2823,1.96,Ductile,0.85
mp-759063,Li8 Fe4 Si16 O40,68,-492.4718,-7.2422,123.97,74.29,185.77,0.2503,1.67,Brittle,2.01
mp-759070,Li8 Fe6 P6 O24 F2,46,-303.9146,-6.6068,114.74,50.07,131.13,0.3095,2.29,Ductile,0.86
mp-759071,Li2 Sb2 P8 O24,36,-246.0458,-6.8346,136.62,81.52,203.99,0.2512,1.68,Brittle,1.73
mp-759087,Li8 Fe8 Si8 O32,56,-385.0647,-6.8762,119.98,60.26,154.86,0.2849,1.99,Ductile,0.54
mp-759093,Li4 Mn4 F12,20,-115.2089,-5.7604,68.4,24.03,64.53,0.3428,2.85,Ductile,0.77
mp-759103,Li4 Mn4 P12 O36,56,-400.6261,-7.154,130.51,78.65,196.47,0.2491,1.66,Brittle,2.02
mp-759107,Li8 Mn6 P6 O24 F2,46,-318.2085,-6.9176,106.14,47.99,125.11,0.3036,2.21,Ductile,0.55
mp-759117,Li8 Sb4 P12 O40,64,-427.7698,-6.6839,108.07,62.66,157.54,0.2571,1.72,Brittle,2.36
mp-759122,Li4 Bi4 P8 O28,44,-294.4717,-6.6925,125.83,68.24,173.38,0.2704,1.84,Ductile,2.99
mp-759128,Li6 Sb4 P6 O24,40,-260.7754,-6.5194,115.88,61.8,157.43,0.2736,1.88,Ductile,2.88
mp-759138,Li4 Mn2 Fe2 P4 O16,28,-195.8216,-6.9936,141.69,73.62,188.26,0.2786,1.92,Ductile,0.54
mp-759141,Li2 Bi2 P8 O24,36,-247.3245,-6.8701,143.38,85.59,214.16,0.2511,1.68,Brittle,2.93
mp-759152,Li4 Mn4 P12 O36,56,-401.4608,-7.1689,126.38,74.54,186.88,0.2536,1.7,Brittle,3.66
mp-759154,Li5 Mn4 P4 O16 F1,30,-208.8014,-6.96,130.16,71.28,180.83,0.2685,1.83,Ductile,1.32
mp-759155,Li8 Fe8 C8 O28,52,-354.8903,-6.8248,110.82,55.94,143.64,0.284,1.98,Ductile,2.74
mp-759158,Li12 Mn4 F20,36,-190.484,-5.2912,46.52,17.99,47.81,0.3287,2.59,Ductile,0.59
mp-759170,Li8 Mn12 F32,52,-306.8703,-5.9014,64.47,22.26,59.88,0.3452,2.9,Ductile,0.69
mp-759181,Li4 Mn4 P12 O36,56,-400.3436,-7.149,149.9,86.52,217.69,0.258,1.73,Brittle,3.01
mp-759185,Li2 Sb2 P8 O24,36,-246.958,-6.8599,133.44,74.71,188.89,0.2641,1.79,Ductile,1.14
mp-7603,Li4 Ti2 F12,18,-104.1346,-5.7853,120.08,52.59,137.66,0.3089,2.28,Ductile,0.69
mp-7610,Li2 Ca1 Si1 O4,8,-52.529,-6.5661,131.79,72.08,182.9,0.2687,1.83,Ductile,0.97
